University,Short Name,Доля ППС возрастной категории моложе 40 лет,Доля ППС возрастной категории моложе 65 лет,"Доля ППС, имеющих ученые степени","Доля аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров, обучающихся в очной форме",Доля внебюджетных средств в доходах от научных исследований и разработок,Доля внебюджетных средств в доходах от образовательной деятельности,Доля доходов вуза  из бюджета субъекта РФ и местного бюджета,Доля доходов вуза  из внебюджетных источников,Доля доходов вуза  из федерального бюджета,Доля доходов вуза  от научных исследований и разработок в общих доходах вуза,Доля доходов вуза  от образовательной деятельности в общих доходах вуза,Доля доходов филиала  из бюджета субъекта РФ и местного бюджета,Доля доходов филиала  из внебюджетных источников,Доля доходов филиала  из федерального бюджета,Доля доходов филиала  от научных исследований и разработок в общих доходах филиала,Доля доходов филиала  от образовательной деятельности в общих доходах филиала,"Доля иностранных студентов в общей численности студентов, обучающихся по программам бакалавриата, специалитета, магистратуры","Доля научных работников, имеющих ученые степени","Доля обучающихся по программам бакалавриата в общей численности обучающихся по программам бакалавриата, специалитета, магистратуры","Доля обучающихся по программам бакалавриата, специалитета, магистратуры в очной форме","Доля обучающихся по программам магистратуры в общей численности обучающихся по программам бакалавриата, специалитета, магистратуры","Доля персональных компьютеров, имеющих доступ к Интернету","Доля студентов, не обеспеченных собственным общежитием, в числе студентов, нуждающихся в общежитии",Доходы вуза  из внебюджетных источников,Доходы вуза  из всех источников,Доходы вуза  от образовательной деятельности из иностранных источников,Доходы вуза из иностранных источников на выполнение НИОКР,Доходы филиала  из внебюджетных источников,Доходы филиала  из всех источников,Доходы филиала  от образовательной деятельности из иностранных источников,Доходы филиала из иностранных источников на выполнение НИОКР,Количество бизнес-инкубаторов,Количество малых предприятий,Количество персональных компьютеров,"Количество созданных результатов интеллектуальной деятельности, имеющих правовую охрану за пределами России",Количество технопарков,Количество центров коллективного пользования научным оборудованием,Наличие электронной библиотечной системы,Общая площадь зданий (помещений),Общая численность ППС (без внешних совместителей и работающих по договорам ГПХ),"Общая численность аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров",Общая численность докторантов,"Общая численность иностранных аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров","Общая численность иностранных студентов, обучающихся по программам бакалавриата, специалитета, магистратуры",Общая численность научных работников (без внешних совместителей и работающих по договорам ГПХ),"Общая численность обучающихся по очной форме обучения по программам бакалавриата, специалитета, магистратуры, реализуемым совместно с зарубежными вузами и ведущим к получению двух дипломов",Общая численность обучающихся по программам среднего профессионального образования,Общая численность работников образовательной организации (без внешних совместителей и работающих по договорам ГПХ),Общая численность слушателей программ дополнительного профессионального образования,"Общая численность студентов, обучающихся по программам бакалавриата, специалитета, магистратуры",Общее количество публикаций организации в расчете на 100 НПР,"Общее число образовательных программ высшего образования, реализуемых совместно с зарубежными вузами и ведущих к получению двух дипломов","Общий объем средств, поступивших (за отчетный год) от выполнения НИОКР, выполненных собственными силами","Общий объем средств, поступивших (за отчетный год) от выполнения работ, услуг, связанных с научными, научно-техническими, творческими услугами и разработками, выполненных собственными силами",Площадь крытых спортивных сооружений,Площадь общежитий,Площадь учебно-лабораторных зданий,"Площадь, предназначенная для научно-исследовательских подразделений","Средний балл ЕГЭ студентов, принятых на обучение по программам бакалавриата и специалитета, по всем формам обучения",Средняя заработная плата ППС (без внешних совместителей и работающих по договорам ГПХ),Средняя заработная плата научных работников (без внешних совместителей и работающих по договорам ГПХ),Число диссертационных советов,"Число предприятий, с которыми заключены договоры на подготовку специалистов","Число предприятий, являющихся базами практики, с которыми оформлены договорные отношения","Число статей, подготовленных совместно с зарубежными организациями"
"Автономная некоммерческая организация высшего образования ""Поволжская академия образования и искусств имени Святителя Алексия, митрополита Московского""","Автономная некоммерческая организация Поволжская академия образования и искусств имени Святителя Алексия, митрополита Московского",3.85,92.31,80.77,0.0,100.0,31.97,61.11,36.06,2.83,3.17,91.43,,,,,,0.0,0.0,90.03,69.63,7.63,100.0,0.0,27890.3,77346.6,0.0,0.0,,,,,0,0,129,0,0,0,да,3438,26,0,0,0,0,0,0,0,64,367,642,312.81,0,2425.6,2425.6,144,0,3438,15,65.75,44.13,13.5,0,0,0,0
"Автономная некоммерческая организация высшего образования ""Российская академия предпринимательства""",Автономная некоммерческая организация Российская академия предпринимательства,5.56,66.67,88.89,0.0,0.0,100.0,0.0,100.0,0.0,0.0,91.33,,,,,,0.0,0.0,100.0,0.0,0.0,100.0,0.0,3661.6,3661.6,2387.6,0.0,,,,,0,0,24,0,0,0,да,1204,18,0,0,0,0,0,0,0,23,39,10,0.0,0,0.0,0.0,50,0,1204,76,0.0,2.68,0.0,0,0,0,0
"Автономная некоммерческая организация высшего образования ""Российский православный университет святого Иоанна Богослова""",Автономная некоммерческая организация Российский православный университет святого Иоанна Богослова,25.0,87.5,65.62,0.0,0.0,30.57,0.0,30.57,69.43,0.0,100.0,,,,,,0.0,0.0,69.73,89.8,30.27,100.0,0.0,24980.5,81718.2,0.0,0.0,,,,,0,0,64,0,0,0,да,6939,32,0,0,0,0,0,0,0,67,0,294,0.0,0,0.0,0.0,100,0,6939,0,72.11,45.4,0.0,0,0,0,0
"Автономная некоммерческая организация высшего образования ""Русская христианская гуманитарная академия им. Ф.М. Достоевского""",Автономная некоммерческая организация Русская христианская гуманитарная академия им. Ф.М. Достоевского,21.15,86.54,67.31,69.74,0.26,97.41,0.0,85.25,14.75,12.72,79.83,,,,,,7.21,100.0,76.2,43.75,23.8,100.0,100.0,171876.7,201615.5,0.0,0.0,,,,,0,0,139,0,0,0,да,3550,52,152,0,4,60,4,0,370,112,236,832,951.76,0,25637.7,25637.7,435,180,3370,0,73.26,54.47,91.24,0,0,0,7
"Автономная некоммерческая организация высшего образования ""Русский университет метатехнологий""",Автономная некоммерческая организация Русский университет метатехнологий,50.0,100.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,,,,,,0.0,0.0,100.0,100.0,0.0,86.64,0.0,40163.7,40163.7,0.0,0.0,,,,,0,0,277,0,0,0,да,2450,2,0,0,0,0,0,0,0,9,64,38,101.01,0,0.0,0.0,381,0,2450,0,78.0,216.58,0.0,0,0,1,0
"Автономная некоммерческая организация высшего образования ""Санкт-Петербургская юридическая академия""",Автономная некоммерческая организация Санкт-Петербургская юридическая академия,8.16,77.55,81.63,100.0,100.0,100.0,0.0,100.0,0.0,19.5,53.4,,,,,,1.89,0.0,80.73,42.2,17.04,100.0,0.0,172980.0,172980.0,0.0,0.0,,,,,0,0,105,0,0,0,да,4986,49,1,0,0,17,1,0,0,98,101,898,342.19,0,13450.0,13450.0,80,0,4986,331,65.15,105.19,61.42,0,0,0,0
"Автономная некоммерческая организация высшего образования ""Северо-Кавказский социальный институт""",Автономная некоммерческая организация Северо-Кавказский социальный институт,16.36,90.91,74.55,73.33,100.0,100.0,0.0,100.0,0.0,15.6,79.46,,,,,,1.28,100.0,85.94,46.67,14.06,100.0,0.0,109623.2,109623.2,0.0,0.0,,,,,0,0,234,0,0,0,да,3869,55,60,0,0,14,1,0,393,109,94,1095,385.05,0,17100.0,17100.0,750,0,3869,53,54.34,41.57,34.5,0,0,189,0
"Автономная некоммерческая организация высшего образования ""Славяно-Греко-Латинская Академия""",Автономная некоммерческая организация Славяно-Греко-Латинская Академия,25.0,95.0,95.0,100.0,100.0,100.0,0.0,100.0,0.0,55.18,34.97,,,,,,10.53,100.0,81.87,82.46,18.13,100.0,100.0,135057.4,135057.4,0.0,0.0,,,,,1,0,109,0,0,0,да,4206,20,361,0,0,18,2,0,0,33,1116,171,541.67,0,6952.0,7462.8,622,1078,2928,40,79.6,207.32,108.75,0,0,0,0
"Автономная некоммерческая организация высшего образования ""Современный технический университет""",Автономная некоммерческая организация Современный технический университет,21.05,73.68,63.16,0.0,100.0,33.43,0.0,33.8,66.2,0.56,99.44,,,,,,8.08,0.0,93.82,27.79,6.18,100.0,0.0,15153.0,44826.0,0.0,0.0,,,,,0,0,55,0,0,0,да,8771,19,0,0,0,34,1,0,0,32,31,421,108.49,0,249.0,249.0,63,0,5933,399,53.34,19.45,31.0,0,0,3,0
"Автономная некоммерческая организация высшего образования ""Университет мировых цивилизаций имени В.В. Жириновского""",Автономная некоммерческая организация Университет мировых цивилизаций имени В.В. Жириновского,15.22,80.43,82.61,79.71,74.35,98.64,0.0,44.31,55.69,3.96,28.97,,,,,,5.84,100.0,89.33,56.08,10.67,78.7,0.0,320577.6,723420.0,7662.3,0.0,,,,,1,0,507,0,0,0,да,21811,92,69,0,2,126,6,0,0,175,269,2156,516.26,0,28650.0,28650.0,548,6596,15215,0,63.74,173.57,93.43,0,0,25,3
"Автономная некоммерческая организация высшего образования ""Университет при Межпарламентской Ассамблее ЕврАзЭС""",Автономная некоммерческая организация Университет при Межпарламентской Ассамблее ЕврАзЭС,9.09,68.83,93.51,94.44,100.0,99.87,0.11,99.89,0.0,8.22,91.68,,,,,,13.54,100.0,88.32,42.79,3.35,100.0,100.0,583881.9,584552.7,252.5,0.0,,,,,0,0,541,0,0,0,да,10640,77,18,0,1,356,2,0,0,141,552,2629,658.27,0,48035.1,48035.1,1045,0,10640,180,61.0,144.23,43.3,0,0,78,6
"Автономная некоммерческая организация высшего образования ""Уральский институт фондового рынка""",Автономная некоммерческая организация Уральский институт фондового рынка,0.0,90.0,90.0,0.0,100.0,100.0,0.0,100.0,0.0,9.03,90.57,,,,,,2.57,0.0,100.0,7.24,0.0,100.0,0.0,30293.9,30293.9,0.0,0.0,,,,,0,0,40,0,0,0,да,515,10,0,0,0,11,0,0,0,18,131,428,93.02,0,2735.0,2735.0,0,0,515,45,57.95,164.53,0.0,0,1,134,0
